,Symbol,Description,OrderID,Quantity,Action,Exchange,Side,Price,News
1104,EA,Electronic Arts,3234,605000,M,3,S,86.06,0
1105,EBAY,eBay Inc,1135,431000,M,1,B,28.06,0
1106,ESRX,Express Scripts Holding Co,2236,497000,M,2,S,69.03,100
1107,EXPE,Expedia Inc,3137,301000,M,3,B,120.83,0
1108,FAST,Fastenal Co,3238,115000,M,3,S,49.63,0
1109,FB,Facebook,3139,145000,M,3,B,133.17,0
1110,FISV,Fiserv Inc,3140,702000,M,3,B,99.38,0
1111,FOX,21st Century Fox Class B,1241,255000,M,1,S,31.49,0
1112,FOXA,21st Century Fox Class A,3242,420000,M,3,S,31.79,50
1113,GILD,Gilead Sciences Inc,3143,693000,M,3,B,78.83,0
1114,GOOG,Alphabet Class C,3244,881000,M,3,S,795.94,0
1115,GOOGL,Alphabet Class A,1145,820000,M,1,B,815.3,0
1116,HSIC,Henry Schein Inc,1246,299000,M,1,S,160.8,0
1117,ILMN,Illumina Inc,1147,999000,M,1,B,161.76,0
1118,INCY,Incyte Corp,2148,423000,M,2,B,124.44,0
1119,INTC,Intel Corp,3249,983000,M,3,S,36.44,100
1120,INTU,Intuit Inc,1150,227000,M,1,B,117.62,0
1121,ISRG,Intuitive Surgical Inc,1251,275000,M,1,S,697.13,0
1122,AAL,American Airlines Group Inc,2101,499000,M,2,B,43.88,0
1123,AAPL,Apple Inc,3202,758000,M,3,S,128.92,0
1124,ADBE,Adobe Systems Inc,1203,291000,M,1,S,113.68,0
1125,ADI,Analog Devices Inc,2104,416000,M,2,B,74.78,100
1126,ADP,Automatic Data Processing Inc,2105,590000,M,2,B,95.25,0
1127,ADSK,Autodesk Inc,3206,641000,M,3,S,81.37,0
1128,AKAM,Akamai Technologies Inc,1107,435000,M,1,B,68.79,100
1129,ALXN,Alexion Pharmaceuticals Inc,2108,321000,M,2,B,132.27,0
1130,AMAT,Applied Materials Inc,3209,932000,M,3,S,28.15,0
1131,AMGN,Amgen Inc,2110,445000,M,2,B,159.86,0
1132,AMZN,Amazon.com Inc,2111,560000,M,2,B,832.26,0
1133,ATVI,Activision Blizzard Inc,3112,115000,M,3,B,40.37,0
1134,AVGO,Broadcom Ltd,1213,273000,M,1,S,208.89,0
1135,BBBY,Bed Bath & Beyond Inc,1214,260000,M,1,S,39.83,50
1136,BIDU,Baidu Inc,3115,190000,M,3,B,173.83,0
1137,BIIB,Biogen Inc,2116,207000,M,2,B,281.91,50
1138,BMRN,Biomarin Pharmaceutical Inc,2117,423000,M,2,B,88.57,100
1139,CA,CA Inc,3218,845000,M,3,S,34.68,0
1140,CELG,Celgene Corp,1119,780000,M,1,B,117.16,0
1141,CERN,Cerner Corp,1220,156000,M,1,S,54.18,0
1142,CHKP,Check Point Software Technologies Ltd,1221,504000,M,1,S,98.0,0
1143,CHTR,Charter Communications Inc,3222,425000,M,3,S,316.91,100
1144,CMCSA,Comcast Corp,2223,579000,M,2,S,81.71,0
1145,COST,Costco Wholesale Corp,2124,102000,M,2,B,168.87,0
1146,CSCO,Cisco Systems Inc,3125,346000,M,3,B,30.56,0
1147,CSX,CSX Corp,3226,164000,M,3,S,38.34,100
1148,CTRP,Ctrip.Com International Ltd,3127,347000,M,3,B,42.85,0
1149,CTSH,Cognizant Technology Solutions Corp,2128,587000,M,2,B,52.48,0
1150,CTXS,Citrix Systems Inc,3229,801000,M,3,S,64.43,0
1151,DISCA,Discovery Communications Inc,3130,753000,M,3,B,27.89,100
1152,DISCK,Discovery Communications Inc,2131,913000,M,2,B,27.53,50
1153,DISH,DISH Network Corp,3132,680000,M,3,B,61.12,50
1154,DLTR,Dollar Tree Inc,3233,872000,M,3,S,76.51,0
1155,EA,Electronic Arts,1234,732000,M,1,S,83.11,50
1156,EBAY,eBay Inc,2235,386000,M,2,S,32.16,0
1157,ESRX,Express Scripts Holding Co,1236,124000,M,1,S,71.07,0
1158,EXPE,Expedia Inc,3237,149000,M,3,S,120.97,0
1159,FAST,Fastenal Co,3138,955000,M,3,B,49.55,0
1160,FB,Facebook,2239,785000,M,2,S,133.24,0
1161,FISV,Fiserv Inc,2240,341000,M,2,S,105.43,100
1162,FOX,21st Century Fox Class B,2141,676000,M,2,B,31.34,0
1163,FOXA,21st Century Fox Class A,2242,576000,M,2,S,27.74,0
1164,GILD,Gilead Sciences Inc,2143,520000,M,2,B,72.87,0
1165,GOOG,Alphabet Class C,1244,109000,M,1,S,795.92,100
1166,GOOGL,Alphabet Class A,3245,270000,M,3,S,815.36,0
1167,HSIC,Henry Schein Inc,3246,706000,M,3,S,159.81,0
1168,ILMN,Illumina Inc,2247,285000,M,2,S,161.92,0
1169,INCY,Incyte Corp,1148,111000,M,1,B,124.4,0
1170,INTC,Intel Corp,1149,502000,M,1,B,31.47,0
1171,INTU,Intuit Inc,3250,677000,M,3,S,117.66,50
1172,ISRG,Intuitive Surgical Inc,2251,313000,M,2,S,697.26,0
1173,AAL,American Airlines Group Inc,3201,988000,M,3,S,44.08,0
1174,AAPL,Apple Inc,2202,259000,M,2,S,129.09,50
1175,ADBE,Adobe Systems Inc,2103,341000,M,2,B,113.51,0
1176,ADI,Analog Devices Inc,3204,200000,M,3,S,73.28,0
1177,ADP,Automatic Data Processing Inc,2105,852000,M,2,B,95.22,0
1178,ADSK,Autodesk Inc,2206,562000,M,2,S,81.31,0
1179,AKAM,Akamai Technologies Inc,1207,561000,M,1,S,74.82,100
1180,ALXN,Alexion Pharmaceuticals Inc,1208,312000,M,1,S,132.4,0
1181,AMAT,Applied Materials Inc,3209,328000,M,3,S,35.08,100
1182,AMGN,Amgen Inc,3210,488000,M,3,S,160.0,100
1183,AMZN,Amazon.com Inc,3211,634000,M,3,S,832.39,0
1184,ATVI,Activision Blizzard Inc,1112,692000,M,1,B,40.37,0
1185,AVGO,Broadcom Ltd,2113,187000,M,2,B,203.68,0
1186,BBBY,Bed Bath & Beyond Inc,2214,136000,M,2,S,40.84,0
1187,BIDU,Baidu Inc,2215,333000,M,2,S,174.04,100
1188,BIIB,Biogen Inc,2116,963000,M,2,B,285.45,0
1189,BMRN,Biomarin Pharmaceutical Inc,2117,526000,M,2,B,88.58,0
1190,CA,CA Inc,2218,989000,M,2,S,31.29,50
1191,CELG,Celgene Corp,1219,967000,M,1,S,117.37,0
1192,CERN,Cerner Corp,2220,906000,M,2,S,54.17,100
1193,CHKP,Check Point Software Technologies Ltd,1121,173000,M,1,B,97.86,0
1194,CHTR,Charter Communications Inc,2222,757000,M,2,S,316.99,0
1195,CMCSA,Comcast Corp,2223,681000,M,2,S,75.89,50
1196,COST,Costco Wholesale Corp,2124,924000,M,2,B,161.84,0
1197,CSCO,Cisco Systems Inc,1125,223000,M,1,B,30.6,0
1198,CSX,CSX Corp,1226,631000,M,1,S,38.24,50
1199,CTRP,Ctrip.Com International Ltd,2127,529000,M,2,B,42.81,0
1200,CTSH,Cognizant Technology Solutions Corp,2228,547000,M,2,S,52.58,0
1201,CTXS,Citrix Systems Inc,3229,717000,M,3,S,71.48,0
1202,DISCA,Discovery Communications Inc,2230,706000,M,2,S,36.9,0
1203,DISCK,Discovery Communications Inc,3131,996000,M,3,B,27.03,0
1204,DISH,DISH Network Corp,1132,568000,M,1,B,66.17,0
1205,DLTR,Dollar Tree Inc,2233,318000,M,2,S,76.63,0
1206,EA,Electronic Arts,3134,888000,M,3,B,84.56,50
1207,EBAY,eBay Inc,3135,194000,M,3,B,32.09,100
1208,ESRX,Express Scripts Holding Co,3136,215000,M,3,B,68.97,100
1209,EXPE,Expedia Inc,2237,536000,M,2,S,121.06,0
1210,FAST,Fastenal Co,2138,215000,M,2,B,49.57,50
1211,FB,Facebook,1239,988000,M,1,S,133.34,0
1212,FISV,Fiserv Inc,3240,482000,M,3,S,99.35,50
1213,FOX,21st Century Fox Class B,1141,511000,M,1,B,31.39,0
1214,FOXA,21st Century Fox Class A,3142,621000,M,3,B,31.69,0
1215,GILD,Gilead Sciences Inc,1243,684000,M,1,S,73.04,50
1216,GOOG,Alphabet Class C,3144,406000,M,3,B,789.8,100
1217,GOOGL,Alphabet Class A,3145,857000,M,3,B,815.26,100
1218,HSIC,Henry Schein Inc,1246,841000,M,1,S,159.82,0
1219,ILMN,Illumina Inc,3147,638000,M,3,B,161.78,0
1220,INCY,Incyte Corp,1148,655000,M,1,B,124.36,0
1221,INTC,Intel Corp,2149,230000,M,2,B,36.45,0
1222,INTU,Intuit Inc,2250,233000,M,2,S,121.17,0
1223,ISRG,Intuitive Surgical Inc,2151,299000,M,2,B,697.08,0
1224,AAL,American Airlines Group Inc,1201,803000,M,1,S,44.01,0
1225,AAPL,Apple Inc,3202,220000,M,3,S,125.05,0
1226,ADBE,Adobe Systems Inc,3103,148000,M,3,B,113.47,0
1227,ADI,Analog Devices Inc,2204,809000,M,2,S,76.36,0
1228,ADP,Automatic Data Processing Inc,2105,891000,M,2,B,95.27,0
1229,ADSK,Autodesk Inc,1206,196000,M,1,S,81.28,100
1230,AKAM,Akamai Technologies Inc,2107,581000,M,2,B,74.81,0
1231,ALXN,Alexion Pharmaceuticals Inc,2208,102000,M,2,S,132.39,0
1232,AMAT,Applied Materials Inc,2209,293000,M,2,S,28.28,0
1233,AMGN,Amgen Inc,1210,431000,M,1,S,160.77,0
1234,AMZN,Amazon.com Inc,1211,459000,M,1,S,832.5,0
1235,ATVI,Activision Blizzard Inc,3212,176000,M,3,S,40.54,0
1236,AVGO,Broadcom Ltd,2213,321000,M,2,S,203.75,100
1237,BBBY,Bed Bath & Beyond Inc,2214,990000,M,2,S,39.86,0
1238,BIDU,Baidu Inc,2115,167000,M,2,B,171.86,0
1239,BIIB,Biogen Inc,1216,964000,M,1,S,282.03,0
1240,BMRN,Biomarin Pharmaceutical Inc,1217,460000,M,1,S,88.78,0
1241,CA,CA Inc,2118,928000,M,2,B,34.56,0
1242,CELG,Celgene Corp,1219,989000,M,1,S,117.4,0
1243,CERN,Cerner Corp,1220,714000,M,1,S,62.13,100
1244,CHKP,Check Point Software Technologies Ltd,1221,699000,M,1,S,98.06,0
1245,CHTR,Charter Communications Inc,2222,685000,M,2,S,327.01,0
1246,CMCSA,Comcast Corp,3223,858000,M,3,S,78.73,0
1247,COST,Costco Wholesale Corp,2224,863000,M,2,S,161.86,0
1248,CSCO,Cisco Systems Inc,2225,621000,M,2,S,30.64,0
1249,CSX,CSX Corp,3126,132000,M,3,B,42.64,0
1250,CTRP,Ctrip.Com International Ltd,1127,277000,M,1,B,42.77,0
1251,CTSH,Cognizant Technology Solutions Corp,2228,284000,M,2,S,52.49,0
1252,CTXS,Citrix Systems Inc,3229,104000,M,3,S,71.5,50
1253,DISCA,Discovery Communications Inc,1230,331000,M,1,S,28.09,0
1254,DISCK,Discovery Communications Inc,3131,916000,M,3,B,27.51,0
1255,DISH,DISH Network Corp,2232,817000,M,2,S,61.32,0
1256,DLTR,Dollar Tree Inc,2233,163000,M,2,S,76.69,50
1257,EA,Electronic Arts,1134,923000,M,1,B,84.55,0
1258,EBAY,eBay Inc,3135,179000,M,3,B,24.05,100
1259,ESRX,Express Scripts Holding Co,2136,669000,M,2,B,70.99,0
1260,EXPE,Expedia Inc,1237,481000,M,1,S,120.92,0
1261,FAST,Fastenal Co,1138,281000,M,1,B,52.58,50
1262,FB,Facebook,1139,918000,M,1,B,133.14,0
1263,FISV,Fiserv Inc,1240,924000,M,1,S,102.48,0
1264,FOX,21st Century Fox Class B,3241,714000,M,3,S,31.42,0
1265,FOXA,21st Century Fox Class A,2242,115000,M,2,S,31.9,50
1266,GILD,Gilead Sciences Inc,3243,658000,M,3,S,76.04,0
1267,GOOG,Alphabet Class C,2244,277000,M,2,S,789.85,0
1268,GOOGL,Alphabet Class A,1145,725000,M,1,B,816.22,0
1269,HSIC,Henry Schein Inc,2146,473000,M,2,B,159.75,0
1270,ILMN,Illumina Inc,2147,878000,M,2,B,161.83,50
1271,INCY,Incyte Corp,2248,351000,M,2,S,124.45,0
1272,INTC,Intel Corp,1249,477000,M,1,S,36.52,0
1273,INTU,Intuit Inc,3150,694000,M,3,B,117.65,0
1274,ISRG,Intuitive Surgical Inc,2251,266000,M,2,S,697.3,0
1275,AAL,American Airlines Group Inc,3101,890000,M,3,B,43.9,0
1276,AAPL,Apple Inc,1102,417000,M,1,B,128.89,0
1277,ADBE,Adobe Systems Inc,2203,319000,M,2,S,113.55,0
1278,ADI,Analog Devices Inc,3204,677000,M,3,S,76.41,0
1279,ADP,Automatic Data Processing Inc,3105,327000,M,3,B,95.27,0
1280,ADSK,Autodesk Inc,1206,636000,M,1,S,81.26,0
1281,AKAM,Akamai Technologies Inc,3207,605000,M,3,S,68.9,0
1282,ALXN,Alexion Pharmaceuticals Inc,1208,300000,M,1,S,132.37,0
1283,AMAT,Applied Materials Inc,1109,283000,M,1,B,35.04,100
1284,AMGN,Amgen Inc,1210,373000,M,1,S,159.83,0
1285,AMZN,Amazon.com Inc,1211,492000,M,1,S,832.48,0
1286,ATVI,Activision Blizzard Inc,3112,427000,M,3,B,40.4,0
1287,AVGO,Broadcom Ltd,1213,182000,M,1,S,213.77,0
1288,BBBY,Bed Bath & Beyond Inc,3114,595000,M,3,B,39.81,0
1289,BIDU,Baidu Inc,1215,691000,M,1,S,174.02,100
1290,BIIB,Biogen Inc,3216,282000,M,3,S,282.01,100
1291,BMRN,Biomarin Pharmaceutical Inc,1217,694000,M,1,S,88.67,0
1292,CA,CA Inc,3118,662000,M,3,B,31.1,0
1293,CELG,Celgene Corp,3119,247000,M,3,B,117.19,0
1294,CERN,Cerner Corp,3220,479000,M,3,S,62.16,0
1295,CHKP,Check Point Software Technologies Ltd,1121,527000,M,1,B,97.96,0
1296,CHTR,Charter Communications Inc,2122,843000,M,2,B,326.94,0
1297,CMCSA,Comcast Corp,3123,257000,M,3,B,75.67,50
1298,COST,Costco Wholesale Corp,2124,680000,M,2,B,161.89,0
1299,CSCO,Cisco Systems Inc,1125,268000,M,1,B,30.54,50
1300,CSX,CSX Corp,1226,766000,M,1,S,47.36,0
1301,CTRP,Ctrip.Com International Ltd,2227,769000,M,2,S,42.86,0
1302,CTSH,Cognizant Technology Solutions Corp,1128,987000,M,1,B,52.46,100
1303,CTXS,Citrix Systems Inc,1229,918000,M,1,S,67.93,0
1304,DISCA,Discovery Communications Inc,2230,502000,M,2,S,27.94,0
1305,DISCK,Discovery Communications Inc,1231,605000,M,1,S,27.59,100
1306,DISH,DISH Network Corp,3132,231000,M,3,B,61.22,50
1307,DLTR,Dollar Tree Inc,3133,583000,M,3,B,72.0,50
1308,EA,Electronic Arts,2134,113000,M,2,B,83.1,0
1309,EBAY,eBay Inc,1235,370000,M,1,S,24.22,0
1310,ESRX,Express Scripts Holding Co,2136,946000,M,2,B,68.95,50
1311,EXPE,Expedia Inc,3237,633000,M,3,S,120.89,0
1312,FAST,Fastenal Co,3138,346000,M,3,B,52.63,0
1313,FB,Facebook,3239,696000,M,3,S,133.23,0
1314,FISV,Fiserv Inc,1240,235000,M,1,S,105.49,0
1315,FOX,21st Century Fox Class B,2141,748000,M,2,B,31.41,100
1316,FOXA,21st Century Fox Class A,2142,571000,M,2,B,27.68,0
1317,GILD,Gilead Sciences Inc,2143,421000,M,2,B,72.82,0
1318,GOOG,Alphabet Class C,3244,355000,M,3,S,795.87,0
1319,GOOGL,Alphabet Class A,3145,621000,M,3,B,815.19,0
1320,HSIC,Henry Schein Inc,2246,147000,M,2,S,159.73,0
1321,ILMN,Illumina Inc,2247,857000,M,2,S,163.03,50
1322,INCY,Incyte Corp,2248,100000,M,2,S,124.36,50
1323,INTC,Intel Corp,2249,936000,M,2,S,36.6,0
1324,INTU,Intuit Inc,1250,145000,M,1,S,117.72,0
1325,ISRG,Intuitive Surgical Inc,2151,344000,M,2,B,697.05,0
1326,AAL,American Airlines Group Inc,3201,971000,M,3,S,44.11,0
1327,AAPL,Apple Inc,2202,918000,M,2,S,128.93,100
1328,ADBE,Adobe Systems Inc,2203,381000,M,2,S,113.59,0
1329,ADI,Analog Devices Inc,1104,725000,M,1,B,76.28,0
1330,ADP,Automatic Data Processing Inc,1205,898000,M,1,S,95.27,0
1331,ADSK,Autodesk Inc,3106,372000,M,3,B,81.25,0
1332,AKAM,Akamai Technologies Inc,3107,203000,M,3,B,68.88,0
1333,ALXN,Alexion Pharmaceuticals Inc,2108,413000,M,2,B,132.28,0
1334,AMAT,Applied Materials Inc,2109,313000,M,2,B,28.01,0
1335,AMGN,Amgen Inc,3210,197000,M,3,S,159.82,0
1336,AMZN,Amazon.com Inc,1111,202000,M,1,B,832.27,0
1337,ATVI,Activision Blizzard Inc,1112,218000,M,1,B,40.42,50
1338,AVGO,Broadcom Ltd,2213,981000,M,2,S,203.76,50
1339,BBBY,Bed Bath & Beyond Inc,2114,481000,M,2,B,39.82,0
1340,BIDU,Baidu Inc,3215,914000,M,3,S,172.02,50
1341,BIIB,Biogen Inc,3116,776000,M,3,B,288.86,100
1342,BMRN,Biomarin Pharmaceutical Inc,2217,281000,M,2,S,88.7,0
1343,CA,CA Inc,3218,853000,M,3,S,31.1,0
1344,CELG,Celgene Corp,1219,320000,M,1,S,117.41,0
1345,CERN,Cerner Corp,3120,161000,M,3,B,53.95,0
1346,CHKP,Check Point Software Technologies Ltd,3121,646000,M,3,B,97.95,0
1347,CHTR,Charter Communications Inc,2122,563000,M,2,B,326.97,0
1348,CMCSA,Comcast Corp,2123,722000,M,2,B,78.71,100
1349,COST,Costco Wholesale Corp,3224,681000,M,3,S,161.99,0
1350,CSCO,Cisco Systems Inc,2225,341000,M,2,S,34.09,100
1351,CSX,CSX Corp,3126,698000,M,3,B,47.22,50
1352,CTRP,Ctrip.Com International Ltd,1227,492000,M,1,S,42.85,0
1353,CTSH,Cognizant Technology Solutions Corp,1128,786000,M,1,B,45.48,100
1354,CTXS,Citrix Systems Inc,3129,398000,M,3,B,71.31,0
1355,DISCA,Discovery Communications Inc,1130,957000,M,1,B,27.94,0
1356,DISCK,Discovery Communications Inc,3131,675000,M,3,B,26.49,0
1357,DISH,DISH Network Corp,3232,181000,M,3,S,66.25,0
1358,DLTR,Dollar Tree Inc,2133,636000,M,2,B,72.01,0
1359,EA,Electronic Arts,2134,497000,M,2,B,83.08,0
1360,EBAY,eBay Inc,3135,407000,M,3,B,32.05,100
1361,ESRX,Express Scripts Holding Co,1136,715000,M,1,B,69.99,0
1362,EXPE,Expedia Inc,3237,350000,M,3,S,120.97,0
1363,FAST,Fastenal Co,1138,634000,M,1,B,49.67,0
1364,FB,Facebook,1139,777000,M,1,B,133.14,0
1365,FISV,Fiserv Inc,1140,235000,M,1,B,105.35,100
1366,FOX,21st Century Fox Class B,2241,720000,M,2,S,24.44,0
1367,FOXA,21st Century Fox Class A,3242,132000,M,3,S,31.78,0
1368,GILD,Gilead Sciences Inc,3243,116000,M,3,S,72.98,0
1369,GOOG,Alphabet Class C,3144,226000,M,3,B,795.81,0
1370,GOOGL,Alphabet Class A,2145,271000,M,2,B,815.21,0
1371,HSIC,Henry Schein Inc,1146,544000,M,1,B,159.74,50
1372,ILMN,Illumina Inc,2247,231000,M,2,S,162.96,0
1373,INCY,Incyte Corp,1148,583000,M,1,B,129.37,0
1374,INTC,Intel Corp,2149,415000,M,2,B,36.44,50
1375,INTU,Intuit Inc,1150,155000,M,1,B,117.59,100
1376,ISRG,Intuitive Surgical Inc,2251,599000,M,2,S,697.18,0
1377,AAL,American Airlines Group Inc,1201,274000,M,1,S,43.94,50
1378,AAPL,Apple Inc,2102,790000,M,2,B,120.92,0
1379,ADBE,Adobe Systems Inc,2203,874000,M,2,S,113.7,50
1380,ADI,Analog Devices Inc,2204,756000,M,2,S,76.35,0
1381,ADP,Automatic Data Processing Inc,2105,467000,M,2,B,95.25,0
1382,ADSK,Autodesk Inc,1206,903000,M,1,S,81.33,0
1383,AKAM,Akamai Technologies Inc,1207,725000,M,1,S,68.96,0
1384,ALXN,Alexion Pharmaceuticals Inc,1108,809000,M,1,B,132.3,50
1385,AMAT,Applied Materials Inc,2109,155000,M,2,B,35.03,50
1386,AMGN,Amgen Inc,1210,430000,M,1,S,159.81,0
1387,AMZN,Amazon.com Inc,2111,532000,M,2,B,832.22,0
1388,ATVI,Activision Blizzard Inc,3212,256000,M,3,S,36.03,0
1389,AVGO,Broadcom Ltd,2213,438000,M,2,S,208.72,0
1390,BBBY,Bed Bath & Beyond Inc,2114,539000,M,2,B,39.84,100
1391,BIDU,Baidu Inc,2115,758000,M,2,B,172.91,0
1392,BIIB,Biogen Inc,1116,183000,M,1,B,288.87,50
1393,BMRN,Biomarin Pharmaceutical Inc,3117,772000,M,3,B,88.62,0
1394,CA,CA Inc,3118,144000,M,3,B,31.1,100
1395,CELG,Celgene Corp,2219,192000,M,2,S,117.38,100
1396,CERN,Cerner Corp,2120,734000,M,2,B,53.98,0
1397,CHKP,Check Point Software Technologies Ltd,3121,330000,M,3,B,98.0,0
1398,CHTR,Charter Communications Inc,2122,157000,M,2,B,326.94,0
1399,CMCSA,Comcast Corp,2223,331000,M,2,S,81.77,0
1400,COST,Costco Wholesale Corp,2224,308000,M,2,S,161.96,0
1401,CSCO,Cisco Systems Inc,2225,233000,M,2,S,37.73,0
1402,CSX,CSX Corp,3226,500000,M,3,S,42.78,0
1403,CTRP,Ctrip.Com International Ltd,3127,951000,M,3,B,42.86,0
1404,CTSH,Cognizant Technology Solutions Corp,1128,270000,M,1,B,45.53,50
1405,CTXS,Citrix Systems Inc,3229,567000,M,3,S,71.38,0
1406,DISCA,Discovery Communications Inc,2230,188000,M,2,S,28.16,100
1407,DISCK,Discovery Communications Inc,1131,791000,M,1,B,27.49,100
1408,DISH,DISH Network Corp,1232,293000,M,1,S,61.38,0
1409,DLTR,Dollar Tree Inc,2133,378000,M,2,B,76.52,0
1410,EA,Electronic Arts,3134,364000,M,3,B,83.12,100
1411,EBAY,eBay Inc,1135,449000,M,1,B,24.03,0
1412,ESRX,Express Scripts Holding Co,3236,282000,M,3,S,69.06,100
1413,EXPE,Expedia Inc,2137,277000,M,2,B,120.87,0
1414,FAST,Fastenal Co,1138,114000,M,1,B,49.71,0
1415,FB,Facebook,1139,548000,M,1,B,133.19,50
1416,FISV,Fiserv Inc,3240,145000,M,3,S,99.42,50
1417,FOX,21st Century Fox Class B,3241,337000,M,3,S,31.48,50
1418,FOXA,21st Century Fox Class A,2242,237000,M,2,S,31.78,0
1419,GILD,Gilead Sciences Inc,3143,421000,M,3,B,72.8,0
1420,GOOG,Alphabet Class C,2144,641000,M,2,B,795.79,0
1421,GOOGL,Alphabet Class A,3145,321000,M,3,B,815.19,100
1422,HSIC,Henry Schein Inc,3246,632000,M,3,S,160.3,0
1423,ILMN,Illumina Inc,2247,429000,M,2,S,161.97,0
1424,INCY,Incyte Corp,2248,879000,M,2,S,124.39,0
1425,INTC,Intel Corp,3249,122000,M,3,S,33.93,0
1426,INTU,Intuit Inc,1150,687000,M,1,B,124.61,0
1427,ISRG,Intuitive Surgical Inc,3251,574000,M,3,S,697.23,0
1428,AAL,American Airlines Group Inc,3201,982000,M,3,S,40.47,0
1429,AAPL,Apple Inc,2202,481000,M,2,S,129.13,0
1430,ADBE,Adobe Systems Inc,1203,155000,M,1,S,110.17,0
1431,ADI,Analog Devices Inc,2204,377000,M,2,S,76.43,0
1432,ADP,Automatic Data Processing Inc,1205,413000,M,1,S,95.35,0
1433,ADSK,Autodesk Inc,2206,596000,M,2,S,81.37,100
1434,AKAM,Akamai Technologies Inc,2207,422000,M,2,S,69.0,0
1435,ALXN,Alexion Pharmaceuticals Inc,2208,420000,M,2,S,136.89,0
1436,AMAT,Applied Materials Inc,1209,176000,M,1,S,31.68,0
1437,AMGN,Amgen Inc,2210,257000,M,2,S,159.68,0
1438,AMZN,Amazon.com Inc,2211,172000,M,2,S,832.36,0
1439,ATVI,Activision Blizzard Inc,2212,935000,M,2,S,40.52,0
1440,AVGO,Broadcom Ltd,2113,920000,M,2,B,203.62,0
1441,BBBY,Bed Bath & Beyond Inc,2114,697000,M,2,B,41.8,0
1442,BIDU,Baidu Inc,3215,336000,M,3,S,174.03,0
1443,BIIB,Biogen Inc,2216,624000,M,2,S,285.37,100
1444,BMRN,Biomarin Pharmaceutical Inc,3217,998000,M,3,S,88.8,0
1445,CA,CA Inc,1118,332000,M,1,B,38.09,0
1446,CELG,Celgene Corp,3119,348000,M,3,B,121.3,0
1447,CERN,Cerner Corp,1220,514000,M,1,S,54.05,0
1448,CHKP,Check Point Software Technologies Ltd,2121,785000,M,2,B,97.99,0
1449,CHTR,Charter Communications Inc,2222,851000,M,2,S,327.08,0
1450,CMCSA,Comcast Corp,3223,427000,M,3,S,75.76,100
1451,COST,Costco Wholesale Corp,1224,343000,M,1,S,161.89,0
1452,CSCO,Cisco Systems Inc,3225,985000,M,3,S,30.54,0
1453,CSX,CSX Corp,1126,836000,M,1,B,47.3,0
1454,CTRP,Ctrip.Com International Ltd,2127,689000,M,2,B,42.84,0
1455,CTSH,Cognizant Technology Solutions Corp,1128,277000,M,1,B,49.07,0
1456,CTXS,Citrix Systems Inc,2129,647000,M,2,B,71.29,0
1457,DISCA,Discovery Communications Inc,1130,971000,M,1,B,37.01,100
1458,DISCK,Discovery Communications Inc,3131,906000,M,3,B,26.5,0
1459,DISH,DISH Network Corp,3132,278000,M,3,B,61.27,100
1460,DLTR,Dollar Tree Inc,3233,397000,M,3,S,76.68,0
1461,EA,Electronic Arts,1234,928000,M,1,S,86.23,0
1462,EBAY,eBay Inc,1135,393000,M,1,B,32.04,0
1463,ESRX,Express Scripts Holding Co,1236,867000,M,1,S,71.08,0
1464,EXPE,Expedia Inc,3137,981000,M,3,B,120.82,0
1465,FAST,Fastenal Co,2138,431000,M,2,B,49.67,0
1466,FB,Facebook,3239,923000,M,3,S,133.39,50
1467,FISV,Fiserv Inc,2240,711000,M,2,S,102.45,0
1468,FOX,21st Century Fox Class B,3141,187000,M,3,B,27.93,0
1469,FOXA,21st Century Fox Class A,2142,215000,M,2,B,31.75,0
1470,GILD,Gilead Sciences Inc,2243,795000,M,2,S,72.88,0
1471,GOOG,Alphabet Class C,1244,928000,M,1,S,795.95,0
1472,GOOGL,Alphabet Class A,1145,440000,M,1,B,816.21,0
1473,HSIC,Henry Schein Inc,3246,738000,M,3,S,159.75,0
1474,ILMN,Illumina Inc,1247,522000,M,1,S,161.99,0
1475,INCY,Incyte Corp,3148,860000,M,3,B,124.34,0
1476,INTC,Intel Corp,2149,985000,M,2,B,36.44,0
1477,INTU,Intuit Inc,1250,837000,M,1,S,117.72,0
1478,ISRG,Intuitive Surgical Inc,2251,513000,M,2,S,697.06,0
1479,AAL,American Airlines Group Inc,2201,141000,M,2,S,44.04,0
1480,AAPL,Apple Inc,3202,686000,M,3,S,129.15,0
1481,ADBE,Adobe Systems Inc,3103,752000,M,3,B,113.48,0
1482,ADI,Analog Devices Inc,2204,487000,M,2,S,76.26,0
1483,ADP,Automatic Data Processing Inc,1105,651000,M,1,B,95.24,0
1484,ADSK,Autodesk Inc,1206,273000,M,1,S,81.39,0
1485,AKAM,Akamai Technologies Inc,2107,873000,M,2,B,68.87,100
1486,ALXN,Alexion Pharmaceuticals Inc,2208,435000,M,2,S,132.35,50
1487,AMAT,Applied Materials Inc,2109,691000,M,2,B,35.03,100
1488,AMGN,Amgen Inc,3210,860000,M,3,S,159.7,0
1489,AMZN,Amazon.com Inc,2211,479000,M,2,S,832.32,50
1490,ATVI,Activision Blizzard Inc,3212,738000,M,3,S,40.57,0
1491,AVGO,Broadcom Ltd,2113,647000,M,2,B,203.57,0
1492,BBBY,Bed Bath & Beyond Inc,1214,766000,M,1,S,40.02,0
1493,BIDU,Baidu Inc,2215,708000,M,2,S,173.97,0
